geohash7;CONNECTION_ENODEBID;CONNECTION_MOBILECHANNEL;CONNECTION_BAND;LOCATION_ALTITUDE;LOCATION_HORIZONTALACCURACY;LOCATION_VERTICALACCURACY;LOCATION_AVAILABILITY;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTBYTE;QOS_DOWNLOADTHROUGHPUTTESTSIZE;QOS_LATENCYMIN;QOS_LATENCYAVERAGE;QOS_JITTERMIN;QOS_JITTERAVERAGE;QOS_PACKETLOSSDISCARDPERCENTAGE;QOS_PACKETLOSSLOSTPERCENTAGE;QOS_ICMPLATENCYMIN;QOS_LINKDOWNSTREAMBANDWIDTH;QOS_LINKUPSTREAMBANDWIDTH;QOS_SIGNALLEVEL;QOS_ASU;QOS_DELTATRANSMITTEDBYTES;QOS_DELTARECEIVEDBYTES;QOS_DELTATRANSCEIVEDBYTES;QOS_RSSNR;QOS_TA;LOCATION_HORIZONTALACCURACYASSESSMENT;QOS_UPLOADTHROUGHPUTDNSLOOKUP;QOS_UPLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_DOWNLOADTHROUGHPUTDNSLOOKUP;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_SERVERRESPONSEDNSLOOKUP;QOS_ICMPLATENCYAVERAGE;QOS_ICMPPACKETLOSSLOSTPERCENTAGE;QOS_ICMPTESTCONFIGPACKETDELAY;QOS_ICMPTESTCONFIGPACKETSIZE;QOS_ICMPTESTCONFIGSENTPACKETS;QOS_ICMPTESTCONFIGTTL;QOS_ICMPTESTCONFIGBYTESSENT;QOS_ICMPTESTCONFIGARGUMENTS;QOS_ICMPTRACEROUTETESTCONFIGPACKETDELAY;QOS_ICMPTRACEROUTETESTCONFIGMAXHOPCOUNT;QOS_ICMPTRACEROUTETESTSENTPACKETS;QOS_VISIBLECELLTOWERS;QOS_CELLBANDWIDTHS;Operador;LAT;LON;Potencia;Calidad;hora;Hora_etiq;bytes_tras;bytres_rec;bytes_tot;tiempo_conec;vel_subida;vel_bajada;Clasif_Vel_baj;CONNECTION_CATEGORY;QOS_LOCALDATE
63vtx68;16.789,00;66.961;1700 MHz Extended AWS (Band 66);555,8;210;17,46;AVAILABLE;247;2.097.152;33,02;39,87;0,01;3,15;0;0;9,96;30.000;15.000;4;51;1.197.147;2.889.090;4.086.237;17;1;0;30;170;44;144;44;12,65;0;200;32;10;14;60;;200;30;3;1;15000;B;-34,18;-70,7;-89;-10;16;16_17;1.197.147;2.889.090;4.086.237;1.446;6.588,49;35.814,38;1;4G;11-01-2022 16:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);575;17;1,33;AVAILABLE;246;2.097.152;33,36;40,8;0,03;3,71;0;0;14,42;30.000;15.000;3;38;1.151.747;2.269.619;3.421.366;7;4;0,04;51;209;46;171;51;21,83;0;200;32;10;13;60;;200;30;3;1;;B;-34,18;-70,69;-102;-16;21;21_22;1.151.747;2.269.619;3.421.366;605;18.769,39;14.589,57;1;4G;11-01-2022 21:00:00.000000
63vtxe5;524.584,00;3.300;2600 MHz (Band 7);569,2;31,03;1,4;AVAILABLE;183;2.097.152;36,91;41,13;0,02;2,81;0;0;9,11;102.400;51.200;3;37;1.297.605;2.268.796;3.566.401;6;6;0;30;175;36;117;25;15,05;0;200;32;10;22;60;;200;30;3;2;;A;-34,17;-70,68;-103;-16;21;21_22;1.297.605;2.268.796;3.566.401;374;8.365,56;7.393,12;0;4G;11-01-2022 21:00:00.000000
63vtxe5;524.584,00;3.300;2600 MHz (Band 7);569,2;19,69;1,33;AVAILABLE;204;2.097.152;34,24;40,57;0,02;3,27;0;0;9,04;102.400;51.200;3;33;1.222.864;6.163.377;7.386.241;11;5;0,05;31;197;38;127;47;15,89;0;200;32;10;5;60;;200;30;3;2;;A;-34,17;-70,68;-107;-11;6;6_7;1.222.864;6.163.377;7.386.241;6.291;6.384,35;38.141,11;1;4G;12-01-2022 06:00:00.000000
63vtx6w;3.715,00;9.610;700 MHz APT (Band 28);570,9;42,5;1,33;AVAILABLE;206;2.097.152;34,71;36,61;0;1,5;0;0;9,77;30.000;15.000;3;44;1.133.685;2.298.364;3.432.049;9;9;0;38;156;27;146;37;10,63;0;200;32;10;12;60;;200;30;3;1;;D;-34,18;-70,69;-96;-14;10;10_11;1.133.685;2.298.364;3.432.049;145;12.362,93;48.388,48;1;4G;12-01-2022 10:00:00.000000
63vtx3e;3.715,00;2.900;2600 MHz (Band 7);576,1;13,89;1,33;AVAILABLE;256;5.242.880;35,18;37,84;0,06;2,91;3;2;10,76;102.400;51.200;3;46;1.211.548;5.549.560;6.761.108;4;3;31,52;37;146;26;145;39;16,68;0;200;32;10;108;60;;200;30;3;3;;D;-34,18;-70,69;-94;-13;13;13_14;1.211.548;5.549.560;6.761.108;57;3.431,29;27.222,96;1;4G;12-01-2022 13:00:00.000000
63vtx1q;12.994,00;3.100;2600 MHz (Band 7);571,3;13,92;1,33;AVAILABLE;464;5.242.880;37,79;55,85;0;4,69;3;2;15,49;30.000;15.000;3;37;1.386.370;5.523.055;6.909.425;2;0;0;190;374;148;311;82;18,76;0;200;32;10;54;60;;200;30;3;12;;C;-34,18;-70,7;-103;-10;14;14_15;1.386.370;5.523.055;6.909.425;116;1.119,17;7.196,49;0;4G;12-01-2022 14:00:00.000000
63vtx62;16.789,00;2.300;1700 MHz AWS-1 (Band 4);568;87;1,33;AVAILABLE;211;2.097.152;33,3;40,83;0,01;4,73;0;0;12,87;102.400;51.200;3;42;1.162.838;2.236.512;3.399.350;13;2;5.075,06;30;191;35;164;52;25,17;0;200;32;10;57;60;;200;30;3;8;;B;-34,18;-70,7;-92;-9;11;11_12;1.162.838;2.236.512;3.399.350;17;8.400,69;34.171,04;1;4G;13-01-2022 11:00:00.000000
63vtx63;12.994,00;3.100;2600 MHz (Band 7);569,6;8,71;1,33;AVAILABLE;343;2.097.152;35,69;38,31;0,04;2,37;0;0;13,16;30.000;15.000;4;60;1.126.562;2.238.683;3.365.245;5;0;0;34;237;42;234;53;16,44;0;200;32;10;13;60;;200;30;3;1;;C;-34,18;-70,69;-80;-9;16;16_17;1.126.562;2.238.683;3.365.245;9;5.772,26;22.269,98;1;4G;13-01-2022 16:00:00.000000
63vtx6x;3.715,00;2.900;2600 MHz (Band 7);569,7;39,6;1,33;AVAILABLE;205;5.242.880;33,96;39,36;0,01;2,2;2;1;9,1;30.000;15.000;3;38;1.271.358;5.726.900;6.998.258;3;12;0;252;529;42;136;44;13,75;0;200;32;10;9;60;;200;30;3;1;10000;D;-34,18;-70,69;-102;-15;17;17_18;1.271.358;5.726.900;6.998.258;987;11.945,93;24.984,06;1;4G;13-01-2022 17:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);575;20;1,33;AVAILABLE;274;2.097.152;33,7;42,06;0,01;4,25;0;0;15,2;30.000;15.000;4;43;1.150.107;2.265.905;3.416.012;6;4;0,21;91;258;52;192;143;21,49;0;200;32;10;7;60;;200;30;3;1;;B;-34,18;-70,69;-97;-10;22;22_23;1.150.107;2.265.905;3.416.012;27.704;6.002,72;11.882,34;1;4G;13-01-2022 22:00:00.000000
63vtx1y;524.584,00;3.300;2600 MHz (Band 7);571;16,26;1,33;AVAILABLE;378;2.097.152;33,79;46,95;0,31;5,82;9;0;16,69;102.400;51.200;2;32;1.282.462;2.498.505;3.780.967;1;12;0;52;372;38;240;76;33,25;0;200;32;10;25;60;;200;30;3;1;;Otro;-34,18;-70,7;-109;-13;14;14_15;1.282.462;2.498.505;3.780.967;330;1.603,84;1.951,36;0;4G;14-01-2022 14:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,3;110;7,6;UNKNOWN;215;2.097.152;32,4;38,01;0,01;2,63;0;0;8,25;30.000;15.000;4;50;1.175.757;2.347.945;3.523.702;15;1;0,25;95;226;41;142;45;13,97;0;200;32;10;14;60;;200;30;3;2;15000, 20000;B;-34,18;-70,69;-90;-8;16;16_17;1.175.757;2.347.945;3.523.702;3.002;5.673,80;60.870,21;1;4G;14-01-2022 16:00:00.000000
63vtx7j;12.994,00;3.100;2600 MHz (Band 7);566,4;11,61;3,08;AVAILABLE;203;2.097.152;33,9;37,36;0;2,86;0;0;10,21;17.043;7.054;4;47;1.304.223;2.282.633;3.586.856;15;7;0;30;118;29;115;25;13,3;0;200;32;10;242;60;;200;30;3;1;15000, 15000, 20000;C;-34,17;-70,69;-93;-7;19;19_20;1.304.223;2.282.633;3.586.856;149;7.070,98;28.774,17;1;4G;14-01-2022 19:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);575;42;1,33;UNKNOWN;304;2.097.152;32,2;39,25;0;3,12;0;0;13,59;30.000;15.000;3;39;1.186.862;2.245.588;3.432.450;8;4;0,02;119;255;29;259;53;15,66;0;200;32;10;7;60;;200;30;3;1;;B;-34,18;-70,69;-101;-10;1;1_2;1.186.862;2.245.588;3.432.450;8.947;6.543,89;29.078,90;1;4G;15-01-2022 01:00:00.000000
63vtxe2;524.584,00;3.300;2600 MHz (Band 7);563,9;800;1,66;AVAILABLE;252;2.097.152;33,59;40,45;0,02;3,13;0;0;13,27;30.000;15.000;2;31;1.135.218;2.273.830;3.409.048;8;13;0;70;242;47;162;61;20,46;0;200;32;10;19;60;;200;30;3;2;;A;-34,17;-70,69;-109;-13;15;15_16;1.135.218;2.273.830;3.409.048;393;6.029,21;24.399,12;1;4G;15-01-2022 15:00:00.000000
63vttv6;12.994,00;1.125;1900 MHz (Band 2);508;3;2,69;UNKNOWN;161;2.097.152;36,17;45,23;0,01;4,69;0;0;9,48;30.000;15.000;4;55;1.246.542;5.211.978;6.458.520;6;4;5.750,98;93;222;30;105;475;12,45;0;200;32;10;103;60;;200;30;3;2;;C;-34,16;-70,76;-85;-15;18;18_19;1.246.542;5.211.978;6.458.520;107;6.449,79;5.362,64;0;4G;15-01-2022 18:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,9;104,1;1,33;UNKNOWN;198;2.097.152;32,29;38,48;0,01;2,95;0;0;8,31;30.000;15.000;4;52;1.299.077;4.558.346;5.857.423;6;1;5.750,98;36;188;33;135;58;12,12;0;200;32;10;9;60;;200;30;3;2;15000, 20000;B;-34,18;-70,69;-88;-12;18;18_19;1.299.077;4.558.346;5.857.423;45;5.959,76;23.352,98;1;4G;15-01-2022 18:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);575;15;1,33;UNKNOWN;622;5.242.880;31,49;38,1;0,01;2,61;0;0;15,22;30.000;15.000;3;38;1.175.656;5.537.906;6.713.562;13;4;0,02;88;649;35;577;31;20,48;0;200;32;10;14;60;;200;30;3;1;;B;-34,18;-70,69;-102;-10;4;4_5;1.175.656;5.537.906;6.713.562;26.384;6.566,42;16.165,07;1;4G;16-01-2022 04:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,9;32,1;1,33;UNKNOWN;179;2.097.152;31,4;34,74;0;1,94;0;0;7,03;30.000;15.000;4;48;1.231.136;3.206.882;4.438.018;15;1;0,25;30;123;42;114;34;9,78;0;200;32;10;16;60;;200;30;3;2;15000;B;-34,18;-70,69;-92;-14;9;9_10;1.231.136;3.206.882;4.438.018;684;23.549,36;47.715,23;1;4G;16-01-2022 09:00:00.000000
63vtx4s;524.584,00;3.300;2600 MHz (Band 7);566,2;13,2;3,52;AVAILABLE;290;2.097.152;35,79;43,29;0;4,76;0;0;16,68;30.000;15.000;2;29;1.257.422;2.296.874;3.554.296;5;6;0;77;236;53;196;4;26,8;0;200;32;10;245;60;;200;30;3;5;;A;-34,18;-70,7;-111;-13;10;10_11;1.257.422;2.296.874;3.554.296;128;2.582,72;13.616,86;1;4G;16-01-2022 10:00:00.000000
63vtx62;524.584,00;1.000;1900 MHz (Band 2);568,3;37,96;1,33;AVAILABLE;205;2.097.152;32,75;34,64;0;1,09;0;0;7,58;102.400;51.200;3;56;1.355.485;5.845.997;7.201.482;19;7;5.610,28;26;170;21;100;40;9,18;0;200;32;10;11;60;;200;30;3;1;;Otro;-34,18;-70,7;-84;-8;10;10_11;1.355.485;5.845.997;7.201.482;131;12.866,59;4.075,27;0;4G;16-01-2022 10:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,9;42,5;1,33;UNKNOWN;182;2.097.152;31,94;37,87;0,06;2,91;0;0;11;30.000;15.000;4;48;1.209.275;3.568.849;4.778.124;19;1;5.276,27;28;161;34;118;40;15,71;0;200;32;10;13;60;;200;30;3;1;15000;B;-34,18;-70,69;-92;-8;17;17_18;1.209.275;3.568.849;4.778.124;695;7.061,49;38.310,36;1;4G;16-01-2022 17:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);575;21;1,33;UNKNOWN;247;2.097.152;32,08;39,31;0,01;3,59;0;0;12,27;30.000;15.000;3;37;1.138.216;2.274.391;3.412.607;15;4;0,06;37;157;29;160;51;19,07;0;200;32;10;9;60;;200;30;3;1;;B;-34,18;-70,69;-103;-6;6;6_7;1.138.216;2.274.391;3.412.607;334;5.578,84;23.438,57;1;4G;17-01-2022 06:00:00.000000
63vtx6g;12.994,00;3.100;2600 MHz (Band 7);573,9;104,1;1,33;UNKNOWN;227;5.242.880;37,29;41,16;0,01;3,46;0;0;15,65;102.400;51.200;4;51;1.416.038;5.727.634;7.143.672;9;1;0;110;253;23;130;48;18,26;0;200;32;10;24;60;;200;30;3;3;;C;-34,17;-70,69;-89;-11;17;17_18;1.416.038;5.727.634;7.143.672;34;4.890,19;8.039,02;0;4G;17-01-2022 17:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);574;29;1,33;UNKNOWN;259;2.097.152;33,78;40,11;0,04;3,84;0;0;16,68;30.000;15.000;3;37;1.142.262;2.227.227;3.369.489;9;4;1.484,18;63;207;42;178;49;23,81;0;200;32;10;9;60;;200;30;3;1;;B;-34,18;-70,69;-103;-9;6;6_7;1.142.262;2.227.227;3.369.489;4.047;6.160,46;55.847,14;1;4G;18-01-2022 06:00:00.000000
63vtx6v;12.994,00;3.100;2600 MHz (Band 7);570,86;4;3,2;AVAILABLE;363;2.097.152;42,2;56,48;1,75;10,35;0;0;27;12.320;8.752;4;54;1.212.044;2.328.765;3.540.809;10;5;0;70;316;34;173;88;28,19;0;200;32;10;55;60;;200;30;3;2;20000;C;-34,17;-70,69;-86;-7;9;9_10;1.212.044;2.328.765;3.540.809;24;17.599,12;26.375,55;1;4G;18-01-2022 09:00:00.000000
63vtx5y;524.584,00;1.000;1900 MHz (Band 2);558,6;66,7;1,33;AVAILABLE;334;2.097.152;34,22;39,18;0,01;2,66;0;0;11,4;102.400;51.200;1;41;1.177.003;2.277.489;3.454.492;-1;6;0;105;440;23;224;26;17,93;0;200;32;10;117;60;;200;30;3;4;;A;-34,17;-70,7;-99;-20;14;14_15;1.177.003;2.277.489;3.454.492;37;6.433,79;1.977,71;0;4G;18-01-2022 14:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);575;18;1,33;UNKNOWN;273;2.097.152;32,24;39,23;0,01;3,46;0;0;10,52;30.000;15.000;3;35;1.144.578;2.230.236;3.374.814;10;4;0,01;49;198;28;199;57;20,75;0;200;32;10;17;60;;200;30;3;1;;B;-34,18;-70,69;-105;-7;6;6_7;1.144.578;2.230.236;3.374.814;3.404;6.109,44;50.716,49;1;4G;19-01-2022 06:00:00.000000
63vtxe0;524.584,00;3.300;2600 MHz (Band 7);545,7;3,64;4,19;AVAILABLE;271;2.097.152;34,94;41,7;0;4,37;0;0;16,37;30.000;15.000;3;44;1.130.667;2.253.195;3.383.862;8;3;0;34;202;52;180;29;21,92;0;200;32;10;9;60;;200;30;3;2;;A;-34,17;-70,69;-96;-13;7;7_8;1.130.667;2.253.195;3.383.862;224;6.397,58;51.653,21;1;4G;19-01-2022 07:00:00.000000
63vtx4d;524.584,00;1.000;1900 MHz (Band 2);566,3;49,88;3,37;AVAILABLE;216;2.097.152;35,27;38,51;0,03;2,58;0;0;11,07;30.000;15.000;1;44;1.300.773;2.281.788;3.582.561;0;7;0;25;120;35;136;77;13,74;0;200;32;10;58;60;;200;30;3;2;;A;-34,18;-70,7;-96;-15;9;9_10;1.300.773;2.281.788;3.582.561;26;13.805,95;11.157,11;1;4G;19-01-2022 09:00:00.000000
63vtx3k;16.789,00;2.300;1700 MHz AWS-1 (Band 4);576;61;1,33;UNKNOWN;239;2.097.152;32,87;40,13;0;3,78;0;0;13,58;30.000;15.000;4;47;1.197.025;2.285.072;3.482.097;13;9;0;58;165;4;170;47;19,24;0;200;32;10;21;60;;200;30;3;1;;B;-34,18;-70,69;-93;-7;7;7_8;1.197.025;2.285.072;3.482.097;6.099;6.048,09;46.400,04;1;4G;20-01-2022 07:00:00.000000
63vtx1x;3.715,00;2.900;2600 MHz (Band 7);571,3;13,67;1,33;UNKNOWN;350;2.097.152;34,06;63,07;0,21;10,55;0;0;9,63;102.400;51.200;4;42;1.521.126;2.532.379;4.053.505;14;7;5.075,06;48;272;38;192;26;16,77;0;200;32;10;12;60;;200;30;3;5;20000;D;-34,18;-70,7;-98;-10;11;11_12;1.521.126;2.532.379;4.053.505;369;4.741,61;37.008,28;1;4G;20-01-2022 11:00:00.000000
63vtx4r;12.994,00;1.125;1900 MHz (Band 2);568,5;12,21;1,22;UNKNOWN;381;2.097.152;33,62;37,5;0,01;2,88;0;0;32,12;30.000;15.000;4;43;1.254.011;2.653.632;3.907.643;1;11;0;184;374;23;208;72;36,47;0;200;32;10;23;60;;200;30;3;1;15000, 20000;C;-34,18;-70,7;-97;-12;17;17_18;1.254.011;2.653.632;3.907.643;480;27.634,09;6.990,51;0;4G;20-01-2022 17:00:00.000000
63vtx6n;3.715,00;2.900;2600 MHz (Band 7);573;7;1,34;UNKNOWN;1.847;2.097.152;35,19;41,72;0,01;2,69;14;8;75,31;102.400;51.200;3;35;1.335.270;6.123.245;7.458.515;11;10;0;45;1.812;36;1.165;28;77,96;0;200;32;10;237;60;;200;30;3;1;20000;D;-34,18;-70,69;-105;-15;18;18_19;1.335.270;6.123.245;7.458.515;183;12.167,93;7.744,00;0;4G;20-01-2022 18:00:00.000000
63vtx6k;3.715,00;2.900;2600 MHz (Band 7);571;15;1,33;AVAILABLE;210;2.097.152;36,27;38,65;0,01;2,24;0;0;11,51;102.400;51.200;3;35;1.090.021;2.221.861;3.311.882;11;3;6.693,63;41;148;37;140;5;13,71;0;200;32;10;24;60;;200;30;3;3;;D;-34,18;-70,69;-105;-14;9;9_10;1.090.021;2.221.861;3.311.882;300;11.492,02;45.108,77;1;4G;21-01-2022 09:00:00.000000
63vtx6k;3.715,00;2.900;2600 MHz (Band 7);571;25;1,33;UNKNOWN;512;2.097.152;37,1;41,16;0,01;2,27;0;0;12,42;102.400;51.200;3;36;1.164.280;2.339.587;3.503.867;13;3;0;78;300;47;438;49;15,57;0;200;32;10;108;60;;200;30;3;3;;D;-34,18;-70,69;-104;-15;13;13_14;1.164.280;2.339.587;3.503.867;79;11.888,84;19.258,88;1;4G;21-01-2022 13:00:00.000000
63vtx6s;3.715,00;2.900;2600 MHz (Band 7);568;126;1,33;UNKNOWN;193;2.097.152;36,69;39,46;0,02;2,78;6;3;76,17;102.400;51.200;3;50;1.149.739;2.355.340;3.505.079;5;2;0;27;451;41;131;36;78,36;0;200;32;10;237;60;;200;30;3;2;;D;-34,18;-70,69;-90;-13;18;18_19;1.149.739;2.355.340;3.505.079;25;12.030,98;52.989,60;1;4G;21-01-2022 18:00:00.000000
63vtx6v;16.789,00;2.300;1700 MHz AWS-1 (Band 4);568,3;13,26;1,33;AVAILABLE;329;5.242.880;32,31;41,34;0,02;5,03;0;0;20,62;30.000;15.000;4;50;1.195.438;5.585.837;6.781.275;12;1;1.004,91;58;197;53;214;48;26,93;0;200;32;10;13;60;;200;30;3;2;;B;-34,17;-70,69;-90;-14;22;22_23;1.195.438;5.585.837;6.781.275;72;11.307,35;21.927,13;1;4G;21-01-2022 22:00:00.000000
63vtx67;16.789,00;2.300;1700 MHz AWS-1 (Band 4);570,3;24,9;1,3;AVAILABLE;316;2.097.152;33,27;40,64;0;4,07;0;0;14,81;30.000;15.000;3;41;1.148.354;2.435.653;3.584.007;15;0;143,85;33;158;43;208;53;18,94;0;200;32;10;9;60;;200;30;3;2;;B;-34,18;-70,69;-99;-12;2;2_3;1.148.354;2.435.653;3.584.007;103;12.120,55;33.159,53;1;4G;22-01-2022 02:00:00.000000
63vtx6d;16.789,00;2.300;1700 MHz AWS-1 (Band 4);569;24;1,33;UNKNOWN;244;2.097.152;34,36;42,09;0,01;3,91;0;0;12,54;30.000;15.000;4;48;1.140.303;2.226.330;3.366.633;22;3;0;58;199;33;189;101;20,29;0;200;32;10;245;60;;200;30;3;1;;B;-34,18;-70,69;-92;-8;8;8_9;1.140.303;2.226.330;3.366.633;356;11.644,40;50.462,66;1;4G;22-01-2022 08:00:00.000000
63vtx6k;3.715,00;2.900;2600 MHz (Band 7);571;28;1,33;UNKNOWN;330;5.242.880;36,68;38,5;0;1,92;0;0;11,25;102.400;51.200;2;31;1.165.587;5.518.068;6.683.655;12;3;0;26;128;30;269;27;12,9;0;200;32;10;17;60;;200;30;3;3;;D;-34,18;-70,69;-109;-5;8;8_9;1.165.587;5.518.068;6.683.655;70;10.912,56;66.081,59;1;4G;22-01-2022 08:00:00.000000
63vtx4q;524.584,00;3.300;2600 MHz (Band 7);567;10;1,26;UNKNOWN;265;2.097.152;34,9;49,11;0,1;10,46;0;0;21,86;30.000;15.000;4;48;1.174.888;2.366.036;3.540.924;9;10;0;192;315;55;181;60;30,01;0;200;32;10;9;60;;200;30;3;1;20000;A;-34,18;-70,7;-92;-16;12;12_13;1.174.888;2.366.036;3.540.924;532;12.417,01;19.606,45;1;4G;22-01-2022 12:00:00.000000
63vtx67;16.789,00;66.961;1700 MHz Extended AWS (Band 66);570,3;20,15;1,24;AVAILABLE;166;5.242.880;32,34;36,05;0,01;2,28;0;0;11,21;30.000;15.000;4;42;1.129.998;5.446.204;6.576.202;14;0;5.115,74;95;299;26;119;64;17,37;0;200;32;10;9;60;;200;30;3;5;15000, 20000;B;-34,18;-70,69;-98;-12;16;16_17;1.129.998;5.446.204;6.576.202;69;12.607,34;11.786,09;1;4G;22-01-2022 16:00:00.000000
63vtx4q;3.715,00;2.900;2600 MHz (Band 7);567,7;18,99;1,33;AVAILABLE;277;2.097.152;34,94;51,97;0;2,55;11;6;9,74;30.000;15.000;3;38;1.482.253;2.376.124;3.858.377;5;7;6.094,46;30;413;27;207;22;17,73;0;200;32;10;23;60;;200;30;3;1;20000;D;-34,18;-70,7;-102;-15;19;19_20;1.482.253;2.376.124;3.858.377;19;3.859,40;29.717,05;1;4G;22-01-2022 19:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,9;17,5;1,33;UNKNOWN;290;2.097.152;33,24;40,31;0,02;3,12;0;0;11,53;27.180;15.000;4;58;1.153.639;2.960.117;4.113.756;13;1;6.094,46;31;202;52;180;51;17,55;0;200;32;10;9;60;;200;30;3;1;15000;B;-34,18;-70,69;-82;-14;19;19_20;1.153.639;2.960.117;4.113.756;2.938;12.216,38;33.431,86;1;4G;23-01-2022 19:00:00.000000
63vtx1x;3.715,00;2.900;2600 MHz (Band 7);530,7;5,43;44,3;UNKNOWN;199;2.097.152;35,38;38,75;0,03;3,15;0;0;10,03;102.400;51.200;4;46;1.332.197;5.922.588;7.254.785;14;6;5.610,28;164;307;28;120;31;13,44;0;200;32;10;243;60;;200;30;3;1;10000, 20000;D;-34,18;-70,7;-94;-13;10;10_11;1.332.197;5.922.588;7.254.785;1.286;24.785,93;53.326,10;1;4G;25-01-2022 10:00:00.000000
63vtx3k;3.715,00;2.900;2600 MHz (Band 7);576,9;110;1,33;AVAILABLE;270;2.097.152;38,49;43,84;0;2,73;0;0;12,01;102.400;51.200;1;27;1.251.508;2.379.735;3.631.243;6;4;0;160;553;47;181;60;16,82;0;200;32;10;113;60;;200;30;3;3;;D;-34,18;-70,69;-113;-14;15;15_16;1.251.508;2.379.735;3.631.243;558;7.541,90;12.742,90;1;4G;25-01-2022 15:00:00.000000
63vtxe7;12.994,00;1.125;1900 MHz (Band 2);568,7;11,03;1,36;AVAILABLE;265;2.097.152;35,34;44,2;0;4,71;0;0;13,11;30.000;15.000;4;46;1.503.104;4.189.442;5.692.546;-2;0;0,99;35;180;33;153;58;16,95;0;200;32;10;113;60;;200;30;3;1;15000, 20000;C;-34,17;-70,68;-94;-15;11;11_12;1.503.104;4.189.442;5.692.546;34;10.836,82;6.313,29;0;4G;26-01-2022 11:00:00.000000
63vtx4q;524.584,00;3.300;2600 MHz (Band 7);567;13;1,33;UNKNOWN;229;5.242.880;36,77;43,5;0,15;3,24;0;0;11,85;30.000;15.000;4;47;1.306.608;8.012.484;9.319.092;11;4;4.717,56;32;188;32;142;43;16,42;0;200;32;10;22;60;;200;30;3;3;10000, 20000;A;-34,18;-70,7;-93;-16;15;15_16;1.306.608;8.012.484;9.319.092;170;12.862,24;25.509,46;1;4G;26-01-2022 15:00:00.000000
63vtx1x;3.715,00;9.610;700 MHz APT (Band 28);571,6;10,02;1,37;UNKNOWN;217;2.097.152;35,31;43,7;0,01;3,05;14;7;10,01;102.400;51.200;4;52;1.344.917;2.508.758;3.853.675;13;6;813,86;41;372;33;156;36;10,87;0;200;32;10;10;60;;200;30;3;1;10000, 20000;D;-34,18;-70,7;-88;-11;21;21_22;1.344.917;2.508.758;3.853.675;216;11.122,73;21.276,95;1;4G;26-01-2022 21:00:00.000000
63vtxs4;524.584,00;1.000;1900 MHz (Band 2);562;12;1,33;UNKNOWN;197;5.242.880;35,57;37,64;0;1,82;0;0;7,64;102.400;51.200;3;32;1.270.840;5.981.654;7.252.494;10;0;1.004,91;31;160;28;130;52;17,82;0;200;32;10;107;60;;200;30;3;1;;A;-34,17;-70,68;-108;-15;22;22_23;1.270.840;5.981.654;7.252.494;67;11.528,72;5.300,06;0;4G;26-01-2022 22:00:00.000000
63vtx7d;12.994,00;1.125;1900 MHz (Band 2);563;13;1,27;UNKNOWN;213;2.097.152;37,22;41,97;0,02;3,21;0;0;26,81;102.400;51.200;2;45;1.140.529;2.234.445;3.374.974;6;9;269,95;27;415;28;116;46;28,98;0;200;32;10;18;60;;200;30;3;2;;C;-34,17;-70,69;-96;-11;0;0_1;1.140.529;2.234.445;3.374.974;84;23.505,07;10.844,00;1;4G;27-01-2022 00:00:00.000000
63vtx62;12.994,00;1.125;1900 MHz (Band 2);566,7;4,64;7,11;AVAILABLE;234;2.097.152;35,8;37,87;0,01;0,95;0;0;11,24;30.000;15.000;4;59;1.127.812;2.225.029;3.352.841;9;4;5.075,06;97;192;29;141;37;16,74;0;200;32;10;112;60;;200;30;3;6;;C;-34,18;-70,7;-81;-10;11;11_12;1.127.812;2.225.029;3.352.841;9;16.047,09;40.660,31;1;4G;27-01-2022 11:00:00.000000
63vtx3k;524.584,00;3.300;2600 MHz (Band 7);576,9;23,16;1,33;AVAILABLE;212;2.097.152;35,28;42,32;0;4,1;0;0;13,68;30.000;15.000;1;45;1.141.867;2.254.183;3.396.050;-1;4;0;51;203;38;157;29;20,67;0;200;32;10;21;60;;200;30;3;2;;A;-34,18;-70,69;-95;-18;20;20_21;1.141.867;2.254.183;3.396.050;733;12.225,69;5.311,13;0;4G;27-01-2022 20:00:00.000000
