geohash7;CONNECTION_ENODEBID;CONNECTION_MOBILECHANNEL;CONNECTION_BAND;LOCATION_ALTITUDE;LOCATION_HORIZONTALACCURACY;LOCATION_VERTICALACCURACY;LOCATION_AVAILABILITY;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTBYTE;QOS_DOWNLOADTHROUGHPUTTESTSIZE;QOS_LATENCYMIN;QOS_LATENCYAVERAGE;QOS_JITTERMIN;QOS_JITTERAVERAGE;QOS_PACKETLOSSDISCARDPERCENTAGE;QOS_PACKETLOSSLOSTPERCENTAGE;QOS_ICMPLATENCYMIN;QOS_LINKDOWNSTREAMBANDWIDTH;QOS_LINKUPSTREAMBANDWIDTH;QOS_SIGNALLEVEL;QOS_ASU;QOS_DELTATRANSMITTEDBYTES;QOS_DELTARECEIVEDBYTES;QOS_DELTATRANSCEIVEDBYTES;QOS_RSSNR;QOS_TA;LOCATION_HORIZONTALACCURACYASSESSMENT;QOS_UPLOADTHROUGHPUTDNSLOOKUP;QOS_UPLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_DOWNLOADTHROUGHPUTDNSLOOKUP;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_SERVERRESPONSEDNSLOOKUP;QOS_ICMPLATENCYAVERAGE;QOS_ICMPPACKETLOSSLOSTPERCENTAGE;QOS_ICMPTESTCONFIGPACKETDELAY;QOS_ICMPTESTCONFIGPACKETSIZE;QOS_ICMPTESTCONFIGSENTPACKETS;QOS_ICMPTESTCONFIGTTL;QOS_ICMPTESTCONFIGBYTESSENT;QOS_ICMPTESTCONFIGARGUMENTS;QOS_ICMPTRACEROUTETESTCONFIGPACKETDELAY;QOS_ICMPTRACEROUTETESTCONFIGMAXHOPCOUNT;QOS_ICMPTRACEROUTETESTSENTPACKETS;QOS_VISIBLECELLTOWERS;QOS_CELLBANDWIDTHS;Operador;LAT;LON;Potencia;Calidad;hora;Hora_etiq;bytes_tras;bytres_rec;bytes_tot;tiempo_conec;vel_subida;vel_bajada;Clasif_Vel_baj;CONNECTION_CATEGORY;QOS_LOCALDATE
63vtx7q;524.584,00;1.000;1900 MHz (Band 2);565,3;12,5;3,23;AVAILABLE;266;2.097.152;34,85;41,86;0;2,68;0;0;9,96;6.311;15.000;4;44;1.195.259;2.317.940;3.513.199;19;0;0;50;185;41;175;34;17,73;0;200;32;10;3;60;;200;30;3;1;10000;A;-34,17;-70,69;-96;-7;19;19_20;1.195.259;2.317.940;3.513.199;115;4.952,25;38.097,23;1;4G;09-02-2023 19:00:00.000000
63vtx6d;12.994,00;3.100;2600 MHz (Band 7);569,1;43,59;1;NOT_AVAILABLE;240;5.242.880;35,92;37,93;0;1,36;0;0;10,64;30.000;15.000;4;54;1.177.790;5.821.992;6.999.782;4;1;0,38;36;144;44;182;50;14,27;0;200;32;10;11;60;;200;30;3;5;15000, 20000;C;-34,18;-70,69;-86;-9;6;6_7;1.177.790;5.821.992;6.999.782;425;3.671,63;30.955,86;1;4G;10-02-2023 06:00:00.000000
63vtxdb;12.994,00;3.100;2600 MHz (Band 7);568,8;26,13;1;AVAILABLE;215;2.097.152;35,22;40,04;0,07;2,94;0;0;11,53;30.000;15.000;4;44;1.276.032;3.661.332;4.937.364;5;3;1,14;41;162;37;131;46;16,45;0;200;32;10;16;60;;200;30;3;6;15000, 15000, 20000;C;-34,17;-70,69;-96;-13;8;8_9;1.276.032;3.661.332;4.937.364;3.227;11.439,48;26.476,76;1;4G;10-02-2023 08:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);570;23,74;1,55;AVAILABLE;117;2.097.152;32,05;38,23;0;2,72;0;0;5,81;2.147.483.647;2.147.483.647;4;50;1.332.220;2.733.209;4.065.429;3;0;0;22;65;17;77;27;7,73;0;200;32;10;249;60;;200;30;3;6;15000, 20000;B;-34,18;-70,69;-90;-14;20;20_21;1.332.220;2.733.209;4.065.429;16;3.813,25;22.649,70;1;5G NSA;10-02-2023 20:00:00.000000
63vtx5z;524.584,00;3.300;2600 MHz (Band 7);557,7;8,8;1,24;AVAILABLE;145;2.097.152;32,23;35,37;0;1,72;0;0;6,47;6.728;346;3;27;1.267.944;10.209.093;11.477.037;-4;12;88,24;101;205;18;87;51;8,62;0;200;32;10;60;60;;200;30;3;3;10000, 20000;A;-34,17;-70,7;-113;-16;4;4_5;1.267.944;10.209.093;11.477.037;22;10.787,45;29.922,37;1;4G;11-02-2023 04:00:00.000000
63vtxe5;524.584,00;3.300;2600 MHz (Band 7);569,7;92,9;5,93;AVAILABLE;211;2.097.152;35,98;40,29;0,01;2,08;0;0;9,16;102.400;51.200;3;32;1.139.207;2.257.232;3.396.439;16;5;86,51;79;175;38;143;52;19,36;0;200;32;10;9;60;;200;30;3;2;;A;-34,17;-70,68;-108;-13;5;5_6;1.139.207;2.257.232;3.396.439;3.050;10.696,46;56.514,24;1;4G;11-02-2023 05:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);571,7;16,6;1;AVAILABLE;289;2.097.152;34,6;41,1;0,06;2,99;0;0;10,13;30.000;15.000;2;27;1.226.485;2.307.070;3.533.555;0;8;0,21;37;157;49;195;166;14,94;0;200;32;10;7;60;;200;30;3;1;20000;A;-34,17;-70,68;-113;-12;17;17_18;1.226.485;2.307.070;3.533.555;685;3.152,05;12.967,80;1;4G;11-02-2023 17:00:00.000000
63vtx61;3.715,00;2.900;2600 MHz (Band 7);570,8;32,93;1,24;AVAILABLE;223;2.097.152;35,89;39,66;0,01;2,53;0;0;10,41;102.400;51.200;3;61;1.161.351;2.233.222;3.394.573;6;2;0;36;123;31;132;26;11,5;0;200;32;10;8;60;;200;30;3;2;;D;-34,18;-70,69;-79;-8;21;21_22;1.161.351;2.233.222;3.394.573;379;3.402,75;16.742,10;1;4G;11-02-2023 21:00:00.000000
63vtx61;3.715,00;9.610;700 MHz APT (Band 28);571,2;45,81;5,84;AVAILABLE;257;2.097.152;36,97;41,7;0,01;3,2;0;0;10,41;102.400;51.200;3;47;1.220.971;2.635.026;3.855.997;6;2;0;30;216;39;155;42;11,89;0;200;32;10;8;60;;200;30;3;2;;D;-34,18;-70,69;-93;-11;23;23_24;1.220.971;2.635.026;3.855.997;40;11.726,44;8.597,81;0;4G;11-02-2023 23:00:00.000000
63vtx1h;3.715,00;2.900;2600 MHz (Band 7);569,6;20;1,84;AVAILABLE;177;2.097.152;36,53;40,57;0,05;3,17;0;0;10,02;102.400;51.200;3;37;1.105.824;2.258.234;3.364.058;16;5;0,01;30;102;30;126;44;11,36;0;200;32;10;14;60;;200;30;3;1;;D;-34,18;-70,7;-98;-10;0;0_1;1.105.824;2.258.234;3.364.058;483;2.786,13;48.523,00;1;4G;12-02-2023 00:00:00.000000
63vtx4r;524.584,00;1.000;1900 MHz (Band 2);567,9;98,4;9,77;AVAILABLE;138;2.097.152;34,82;38,33;0,01;2,65;0;0;241,41;5.633;15.000;3;35;1.589.548;9.640.346;11.229.894;1;7;0,99;46;115;25;88;55;495,18;0;200;32;10;248;60;;200;30;3;2;10000;A;-34,18;-70,7;-105;-17;14;14_15;1.589.548;9.640.346;11.229.894;17;3.341,94;14.265,36;1;4G;12-02-2023 14:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,4;98,4;11,31;AVAILABLE;185;2.097.152;33,93;40,34;0,01;1,95;3;0;8,41;24.807;11.148;4;47;1.181.853;2.547.765;3.729.618;2;1;0;37;207;30;136;28;12,05;0;200;32;10;9;60;;200;30;3;3;15000, 20000;B;-34,18;-70,69;-93;-17;18;18_19;1.181.853;2.547.765;3.729.618;306;3.674,68;14.800,80;1;4G;13-02-2023 18:00:00.000000
63vtx38;524.584,00;3.300;2600 MHz (Band 7);571,6;48,9;3,99;AVAILABLE;232;2.097.152;33,59;39,79;0;3,11;0;0;12,03;102.400;51.200;2;31;1.128.166;2.207.758;3.335.924;11;10;0;55;173;30;158;50;19,07;0;200;32;10;248;60;;200;30;3;3;;A;-34,18;-70,7;-109;-12;0;0_1;1.128.166;2.207.758;3.335.924;42;11.806,17;27.649,60;1;4G;14-02-2023 00:00:00.000000
63vtx3g;3.715,00;2.900;2600 MHz (Band 7);586,3;9,25;24,04;AVAILABLE;268;5.242.880;36,25;39,9;0;3,06;0;0;10,5;102.400;51.200;1;52;1.236.313;5.583.063;6.819.376;-1;5;0;148;415;47;189;51;12,23;0;200;32;10;57;60;;200;30;3;4;;D;-34,18;-70,69;-88;-13;8;8_9;1.236.313;5.583.063;6.819.376;14;11.776,35;24.311,40;1;4G;14-02-2023 08:00:00.000000
63vtx7h;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,5;20,46;1;AVAILABLE;244;2.097.152;36,54;41,85;0,02;2,56;0;0;11,12;30.000;15.000;4;47;49.955;105.559;155.514;23;4;0;34;130;36;160;36;16,96;0;200;32;10;12;60;;200;30;3;1;;B;-34,17;-70,69;-93;-6;19;19_20;49.955;105.559;155.514;666;3.394,78;11.463,26;1;4G;14-02-2023 19:00:00.000000
63vtx7h;16.789,00;66.786;1700 MHz Extended AWS (Band 66);568,5;17,08;1;AVAILABLE;246;2.097.152;34,53;43,98;0,02;4,65;6;0;14,62;30.000;15.000;4;56;1.245.601;2.375.654;3.621.255;14;4;0;47;173;48;215;45;17,3;0;200;32;10;12;60;;200;30;3;1;;B;-34,17;-70,69;-84;-12;21;21_22;1.245.601;2.375.654;3.621.255;3.132;3.468,52;58.010,50;1;4G;14-02-2023 21:00:00.000000
63vtx7h;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,5;14,03;1;AVAILABLE;184;5.242.880;34,61;41,2;0,01;1,74;0;0;9,39;30.000;15.000;4;53;1.256.849;5.490.331;6.747.180;17;4;0;142;293;32;126;36;11,95;0;200;32;10;8;60;;200;30;3;1;;B;-34,17;-70,69;-87;-6;23;23_24;1.256.849;5.490.331;6.747.180;86;33.202,64;32.584,93;1;4G;14-02-2023 23:00:00.000000
63vtx7h;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,5;20,74;1,92;AVAILABLE;332;2.097.152;36,17;40,24;0,01;2,5;0;0;8,06;30.000;15.000;4;49;1.188.040;2.302.168;3.490.208;22;3;0;95;200;29;287;46;11,03;0;200;32;10;58;60;;200;30;3;1;;B;-34,17;-70,69;-91;-7;7;7_8;1.188.040;2.302.168;3.490.208;11;11.646,52;43.180,47;1;4G;15-02-2023 07:00:00.000000
63vtx63;3.715,00;2.900;2600 MHz (Band 7);570,7;35,46;1;AVAILABLE;251;2.097.152;36,53;40,41;0,01;3,43;0;0;11,02;102.400;51.200;0;43;1.165.604;2.230.328;3.395.932;-4;4;0;37;152;29;170;7;14,25;0;200;32;10;245;60;;200;30;3;2;;D;-34,18;-70,69;-97;-15;11;11_12;1.165.604;2.230.328;3.395.932;16;10.165,72;4.681,26;0;4G;15-02-2023 11:00:00.000000
63vtx7h;16.789,00;66.786;1700 MHz Extended AWS (Band 66);568,5;26,35;1,91;AVAILABLE;438;5.242.880;39,65;50,23;0,03;2,85;6;0;15,02;30.000;15.000;4;57;1.328.221;5.519.321;6.847.542;16;4;4,25;66;179;41;366;66;25,01;0;200;32;10;8;60;;200;30;3;1;;B;-34,17;-70,69;-83;-10;17;17_18;1.328.221;5.519.321;6.847.542;12;2.913,39;31.554,52;1;4G;15-02-2023 17:00:00.000000
63vtx4n;16.789,00;2.300;1700 MHz AWS-1 (Band 4);567,2;45,37;1;AVAILABLE;372;2.097.152;36,61;48,43;0,02;5,78;12;0;9,73;30.000;15.000;2;26;1.195.624;2.320.117;3.515.741;-6;10;0;46;207;70;283;67;17,46;0;200;32;10;7;60;;200;30;3;1;;B;-34,18;-70,7;-114;-15;19;19_20;1.195.624;2.320.117;3.515.741;73;3.965,88;12.755,86;1;4G;15-02-2023 19:00:00.000000
63vtx7m;16.789,00;66.786;1700 MHz Extended AWS (Band 66);564,1;9,34;1,07;AVAILABLE;256;5.242.880;35,56;44,87;0,04;4,09;6;0;11,57;4.811;4.811;2;28;1.308.935;6.430.139;7.739.074;2;3;0;55;161;51;212;73;20,05;0;200;32;10;8;60;;200;30;3;4;20000;B;-34,17;-70,69;-112;-11;20;20_21;1.308.935;6.430.139;7.739.074;140;2.791,73;16.294,53;1;4G;15-02-2023 20:00:00.000000
63vtx7j;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,5;11,5;1,5;AVAILABLE;221;5.242.880;35,98;40,37;0,04;2,79;0;0;15,18;30.000;15.000;4;56;1.283.204;5.537.271;6.820.475;13;4;0;31;160;47;157;61;24,14;0;200;32;10;7;60;;200;30;3;1;;B;-34,17;-70,69;-84;-11;20;20_21;1.283.204;5.537.271;6.820.475;2.315;11.679,65;42.330,69;1;4G;15-02-2023 20:00:00.000000
63vtx7h;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,5;17,12;1,44;AVAILABLE;283;5.242.880;34,24;37,78;0,02;1,98;0;0;7,81;30.000;15.000;4;42;1.294.117;5.543.439;6.837.556;13;4;1.484,18;35;157;36;204;44;12,27;0;200;32;10;8;60;;200;30;3;1;;B;-34,17;-70,69;-98;-6;6;6_7;1.294.117;5.543.439;6.837.556;495;11.208,21;53.018,01;1;4G;16-02-2023 06:00:00.000000
63vtx7n;16.789,00;66.786;1700 MHz Extended AWS (Band 66);568,5;1.600,00;2,82;AVAILABLE;277;2.097.152;36,26;42,17;0,01;3,48;15;0;8,72;30.000;15.000;4;47;1.186.749;2.260.976;3.447.725;18;4;0;56;179;46;188;36;15,46;0;200;32;10;12;60;;200;30;3;1;;B;-34,17;-70,69;-93;-6;12;12_13;1.186.749;2.260.976;3.447.725;82;11.657,92;47.681,83;1;4G;16-02-2023 12:00:00.000000
63vtx7h;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,5;15,14;1,01;AVAILABLE;233;2.097.152;36,15;41,55;0,03;2,85;0;0;12,32;30.000;15.000;4;46;1.318.942;2.381.717;3.700.659;16;4;0;85;217;40;192;32;14,3;0;200;32;10;8;60;;200;30;3;1;;B;-34,17;-70,69;-94;-8;15;15_16;1.318.942;2.381.717;3.700.659;146;30.663,46;33.637,49;1;4G;16-02-2023 15:00:00.000000
63vtx7n;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,5;1.600,00;1;AVAILABLE;213;2.097.152;35,41;39,92;0;2,15;0;0;13,51;30.000;15.000;4;45;1.193.452;2.268.052;3.461.504;17;4;0;47;160;35;134;46;20,01;0;200;32;10;8;60;;200;30;3;1;;B;-34,17;-70,69;-95;-7;11;11_12;1.193.452;2.268.052;3.461.504;13;3.040,03;25.339,66;1;4G;17-02-2023 11:00:00.000000
63vtx4m;16.789,00;66.961;1700 MHz Extended AWS (Band 66);571;30,37;6,98;AVAILABLE;197;2.097.152;36,26;43,98;0;2,67;3;0;13,23;30.000;15.000;3;33;1.513.557;2.355.425;3.868.982;-1;6;4.717,56;90;171;40;125;26;18,36;0;200;32;10;249;60;;200;30;3;14;15000, 20000;B;-34,18;-70,7;-107;-18;15;15_16;1.513.557;2.355.425;3.868.982;41;9.499,16;11.780,34;1;4G;17-02-2023 15:00:00.000000
63vtx4m;16.789,00;66.961;1700 MHz Extended AWS (Band 66);573,6;17,06;3,28;AVAILABLE;178;5.242.880;37,59;42,71;0,01;2,06;0;0;19,68;30.000;15.000;3;40;1.255.633;5.556.273;6.811.906;-2;6;0;67;206;25;105;44;27,24;0;200;32;10;12;60;;200;30;3;11;15000, 20000;B;-34,18;-70,7;-100;-17;18;18_19;1.255.633;5.556.273;6.811.906;408;9.810,22;9.127,98;0;4G;17-02-2023 18:00:00.000000
63vtx7h;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,5;13,17;1;AVAILABLE;260;2.097.152;35,89;39,86;0,03;2,05;0;0;7,79;30.000;15.000;4;48;1.184.105;2.215.324;3.399.429;17;3;0;30;133;30;180;31;12,02;0;200;32;10;249;60;;200;30;3;1;;B;-34,17;-70,69;-92;-7;19;19_20;1.184.105;2.215.324;3.399.429;26;3.349,74;34.204,76;1;4G;17-02-2023 19:00:00.000000
63vtx4q;524.584,00;3.300;2600 MHz (Band 7);567,2;17,93;1;AVAILABLE;185;2.097.152;33,97;41,74;0,03;4,75;0;0;10,7;17.849;12.031;4;47;1.235.384;2.378.624;3.614.008;10;3;0;29;163;39;124;38;16,39;0;200;32;10;14;60;;200;30;3;5;10000, 20000;A;-34,18;-70,7;-93;-17;12;12_13;1.235.384;2.378.624;3.614.008;169;11.774,11;42.873,01;1;4G;18-02-2023 12:00:00.000000
63vtx7h;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,5;19,46;1;AVAILABLE;210;2.097.152;34,88;39,81;0;0,83;0;0;8,26;30.000;15.000;4;45;1.224.317;2.318.173;3.542.490;18;3;0;150;279;33;150;34;12,57;0;200;32;10;8;60;;200;30;3;1;;B;-34,17;-70,69;-95;-8;13;13_14;1.224.317;2.318.173;3.542.490;130;11.903,46;52.324,11;1;4G;18-02-2023 13:00:00.000000
63vtxde;524.584,00;9.360;700 MHz APT (Band 28);571,7;39,6;4,7;AVAILABLE;182;5.242.880;33,84;37,74;0,01;3;0;0;7,37;4.832;15.000;3;35;1.324.381;5.731.221;7.055.602;8;10;0,48;26;86;32;99;17;9,91;0;200;32;10;5;60;;200;30;3;2;10000;A;-34,18;-70,68;-105;-12;16;16_17;1.324.381;5.731.221;7.055.602;17;3.289,29;8.603,49;0;4G;18-02-2023 16:00:00.000000
63vtx7h;16.789,00;2.300;1700 MHz AWS-1 (Band 4);568,5;20,91;1;AVAILABLE;298;2.097.152;36,81;47,39;0,06;3,48;12;0;12,44;30.000;15.000;4;48;1.167.217;2.228.836;3.396.053;18;4;1,94;103;244;52;245;34;19,23;0;200;32;10;12;60;;200;30;3;1;;B;-34,17;-70,69;-92;-12;17;17_18;1.167.217;2.228.836;3.396.053;9;11.084,62;29.564,79;1;4G;18-02-2023 17:00:00.000000
63vtx63;3.715,00;2.900;2600 MHz (Band 7);570,7;3,81;1,35;AVAILABLE;277;2.097.152;37,74;42,24;0;3,1;0;0;11,17;6.694;15.000;4;62;1.328.225;5.846.411;7.174.636;-2;3;5.954,09;48;154;37;192;45;14,85;0;200;32;10;15;60;;200;30;3;4;10000, 20000;D;-34,18;-70,69;-78;-15;20;20_21;1.328.225;5.846.411;7.174.636;240;3.668,03;22.023,67;1;4G;18-02-2023 20:00:00.000000
63vtx7h;16.789,00;66.786;1700 MHz Extended AWS (Band 66);568,5;15,22;1;AVAILABLE;274;2.097.152;34,4;52,07;0,05;9,64;6;0;10,7;30.000;15.000;4;56;1.235.999;2.441.110;3.677.109;13;4;0;80;350;37;184;60;14,51;0;200;32;10;12;60;;200;30;3;1;;B;-34,17;-70,69;-84;-9;20;20_21;1.235.999;2.441.110;3.677.109;629;3.067,26;36.045,98;1;4G;18-02-2023 20:00:00.000000
63vtx7h;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,5;14,14;1;AVAILABLE;259;2.097.152;35,82;42,11;0,03;2,61;0;0;8,27;30.000;15.000;4;53;1.181.734;2.295.903;3.477.637;14;4;0,01;36;178;46;178;27;13,77;0;200;32;10;118;60;;200;30;3;1;;B;-34,17;-70,69;-87;-13;1;1_2;1.181.734;2.295.903;3.477.637;11;11.127,58;16.882,43;1;4G;19-02-2023 01:00:00.000000
63vtx5z;524.584,00;9.360;700 MHz APT (Band 28);557,6;12,61;1,29;AVAILABLE;253;2.097.152;33,11;45,07;0;3,96;0;0;7,69;2.547;298;4;34;1.464.817;6.422.908;7.887.725;-3;12;4.717,56;43;142;22;124;29;10,03;0;200;32;10;10;60;;200;30;3;2;10000;A;-34,17;-70,7;-106;-15;15;15_16;1.464.817;6.422.908;7.887.725;15;3.787,14;6.586,54;0;4G;19-02-2023 15:00:00.000000
63vtxdf;12.994,00;3.100;2600 MHz (Band 7);572,5;600;1,03;AVAILABLE;1.403;5.242.880;222,11;384,5;0,02;9,7;16;12;9,21;4.665;15.000;1;19;1.585.625;13.537.453;15.123.078;0;7;7,83;120;434;492;1.157;619;39,47;0;200;32;10;13;60;;200;30;3;2;15000, 20000;C;-34,17;-70,68;-121;-14;23;23_24;1.585.625;13.537.453;15.123.078;519;1.399,84;963,04;0;4G;19-02-2023 23:00:00.000000
63vtx5z;524.584,00;1.000;1900 MHz (Band 2);557,6;29,15;3,46;AVAILABLE;220;2.097.152;34,34;107,84;0,01;8,45;0;0;8,66;651;291;4;31;1.144.540;738.061;1.882.601;-8;12;452,41;39;128;30;126;57;13,93;0;200;32;10;5;60;;200;30;3;2;10000, 10000;A;-34,17;-70,7;-109;-19;23;23_24;1.144.540;738.061;1.882.601;13;11.484,38;6.235,75;0;4G;21-02-2023 23:00:00.000000
63vtx5z;524.584,00;9.360;700 MHz APT (Band 28);557,6;17,63;1;AVAILABLE;198;5.242.880;33,25;37,3;0,03;2,8;0;0;7,22;1.815;273;4;43;1.464.330;10.982.352;12.446.682;3;12;0,1;32;156;21;115;20;9,65;0;200;32;10;6;60;;200;30;3;2;10000, 20000;A;-34,17;-70,7;-97;-12;2;2_3;1.464.330;10.982.352;12.446.682;260;12.048,16;21.919,77;1;4G;22-02-2023 02:00:00.000000
63vtx1v;12.994,00;9.485;700 MHz APT (Band 28);570,9;16,25;100;AVAILABLE;276;2.097.152;36,53;45,36;0,76;5,92;0;0;14,57;30.000;15.000;2;30;1.341.559;2.348.459;3.690.018;3;13;20,78;41;161;61;221;45;17,63;0;200;32;10;12;60;;200;30;3;11;15000;C;-34,18;-70,7;-110;-12;6;6_7;1.341.559;2.348.459;3.690.018;8.081;1.955,36;11.788,67;1;4G;22-02-2023 06:00:00.000000
63vtx7h;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,5;17,91;1;AVAILABLE;259;2.097.152;33,93;40,19;0,01;2,29;0;0;13,15;30.000;15.000;4;54;1.196.548;2.298.254;3.494.802;18;4;0,01;47;246;44;188;28;17,93;0;200;32;10;249;60;;200;30;3;1;;B;-34,17;-70,69;-86;-6;14;14_15;1.196.548;2.298.254;3.494.802;27;28.425,81;13.313,30;1;4G;22-02-2023 14:00:00.000000
63vtx6d;12.994,00;3.100;2600 MHz (Band 7);568,7;46,28;1,53;NOT_AVAILABLE;234;2.097.152;36,24;39,79;0,01;3,45;0;0;10,78;30.000;15.000;4;46;1.150.261;2.264.268;3.414.529;9;1;3,26;49;216;38;135;88;18,33;0;200;32;10;114;60;;200;30;3;4;15000, 20000;C;-34,18;-70,69;-94;-11;18;18_19;1.150.261;2.264.268;3.414.529;1.068;4.243,59;11.776,12;1;4G;22-02-2023 18:00:00.000000
63vtx7m;16.789,00;66.961;1700 MHz Extended AWS (Band 66);564,1;16,16;1,81;AVAILABLE;495;2.097.152;40,93;44,79;0,01;1,75;0;0;10,87;5.831;5.831;3;32;1.158.254;2.233.026;3.391.280;2;3;0;98;237;46;390;52;15,18;0;200;32;10;8;60;;200;30;3;10;;B;-34,17;-70,69;-108;-14;16;16_17;1.158.254;2.233.026;3.391.280;9;9.956,15;19.706,54;1;4G;23-02-2023 16:00:00.000000
63vtx5z;524.584,00;1.000;1900 MHz (Band 2);557,6;17,35;1;AVAILABLE;589;5.242.880;31,7;54,26;0;4,87;0;0;8,73;1.200;240;4;33;1.457.437;11.983.687;13.441.124;-9;12;1.004,91;37;120;354;495;52;24,83;0;200;32;10;248;60;;200;30;3;2;10000, 10000;A;-34,17;-70,7;-107;-20;22;22_23;1.457.437;11.983.687;13.441.124;31;2.636,12;11.755,51;1;4G;24-02-2023 22:00:00.000000
63vtxe8;16.789,00;66.961;1700 MHz Extended AWS (Band 66);563,1;56,67;2,78;AVAILABLE;165;5.242.880;33,13;35,13;0,02;1,52;0;0;6,19;18.623;16.399;3;38;1.236.443;5.492.287;6.728.730;8;4;0,02;52;113;28;119;46;6,54;0;200;32;10;8;60;;200;30;3;6;15000;B;-34,17;-70,69;-102;-13;11;11_12;1.236.443;5.492.287;6.728.730;140;12.072,99;17.754,21;1;5G NSA;27-02-2023 11:00:00.000000
63vtx6s;12.994,00;3.100;2600 MHz (Band 7);568,6;18,05;2,06;AVAILABLE;195;2.097.152;32,13;35,73;0;2,24;0;0;8,08;3.264;15.000;4;54;1.135.457;2.236.312;3.371.769;18;0;0;35;116;21;154;37;16,88;0;200;32;10;111;60;;200;30;3;1;;C;-34,18;-70,69;-86;-9;13;13_14;1.135.457;2.236.312;3.371.769;236;11.856,27;14.433,61;1;4G;27-02-2023 13:00:00.000000
63vtx3x;3.715,00;9.610;700 MHz APT (Band 28);577,4;17,58;1;AVAILABLE;361;5.242.880;33,84;37,77;0,01;2,77;0;0;9,31;6.613;15.000;4;45;1.604.113;5.540.081;7.144.194;2;0;0;380;520;32;284;39;10,52;0;200;32;10;7;60;;200;30;3;6;20000;D;-34,18;-70,69;-95;-12;17;17_18;1.604.113;5.540.081;7.144.194;849;2.221,40;15.946,83;1;4G;27-02-2023 17:00:00.000000
63vtx7x;16.789,00;66.961;1700 MHz Extended AWS (Band 66);562,7;9,44;17,92;AVAILABLE;141;5.242.880;33,2;35,29;0,02;1,23;0;0;5,77;17.737;16.399;3;36;1.535.229;9.367.617;10.902.846;1;4;19,43;64;153;18;81;33;7,26;0;200;32;10;249;60;;200;30;3;6;15000;B;-34,17;-70,69;-104;-14;9;9_10;1.535.229;9.367.617;10.902.846;107;11.504,22;69.480,59;1;5G NSA;28-02-2023 09:00:00.000000
63vtx7x;16.789,00;66.961;1700 MHz Extended AWS (Band 66);562,7;3,79;1,09;AVAILABLE;484;2.097.152;33,06;34,88;0,01;1,24;0;0;6,47;9.037;16.399;3;40;3.153.516;50.306.371;53.459.887;4;4;72,81;24;97;23;151;25;7,14;0;200;32;10;8;60;;200;30;3;4;15000;B;-34,17;-70,69;-100;-14;12;12_13;3.153.516;50.306.371;53.459.887;403;4.192,69;86.614,78;1;5G NSA;28-02-2023 12:00:00.000000
63vtxe8;16.789,00;66.786;1700 MHz Extended AWS (Band 66);563,1;57,15;4,74;AVAILABLE;154;2.097.152;34,11;37,41;0,01;2,09;0;0;7,05;16.752;16.399;3;41;1.189.273;2.301.414;3.490.687;4;4;0,01;43;123;37;112;50;7,85;0;200;32;10;8;60;;200;30;3;7;20000;B;-34,17;-70,69;-99;-15;15;15_16;1.189.273;2.301.414;3.490.687;305;4.249,46;74.973,75;1;5G NSA;28-02-2023 15:00:00.000000
63vtx3y;16.789,00;66.961;1700 MHz Extended AWS (Band 66);574,9;1.700,00;1,48;AVAILABLE;153;2.097.152;33,85;36,57;0,02;2,35;0;0;10,8;17.668;3.486;4;44;1.223.426;2.540.841;3.764.267;15;0;4.717,56;34;215;27;97;52;16,45;0;200;32;10;12;60;;200;30;3;1;15000, 20000;B;-34,18;-70,69;-96;-7;15;15_16;1.223.426;2.540.841;3.764.267;587;7.801,15;13.480,00;1;4G;28-02-2023 15:00:00.000000
63vtxd8;12.994,00;3.100;2600 MHz (Band 7);572,5;18,09;1,65;AVAILABLE;251;2.097.152;40,29;45,68;0,01;3,07;0;0;12,55;30.000;15.000;1;19;1.326.717;2.393.464;3.720.181;0;7;0;53;186;41;165;37;16,94;0;200;32;10;14;60;;200;30;3;2;15000, 20000;C;-34,18;-70,69;-121;-12;2;2_3;1.326.717;2.393.464;3.720.181;1.735;875,65;20.654,65;1;4G;01-03-2023 02:00:00.000000
